,Dates,Year,SALES_REV_TURN,IS_COGS_TO_FE_AND_PP_AND_G,GROSS_PROFIT,IS_OPER_INC,EBITDA,IS_INC_TAX_EXP,EBIT,IS_INT_EXPENSE,IS_INT_INC,IS_NET_INTEREST_EXPENSE,IS_DEPR_EXP,IS_INVEST_INCOME,BS_TOT_ASSET,TOTAL_EQUITY,BS_TOT_LIAB2,BS_ST_DEBT,BS_LT_BORROW,C&CE_AND_STI_DETAILED,BS_SH_OUT,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_ACCT_NOTE_RCV,ACCT_PAYABLE_&_ACCRUALS_DETAILED,BS_ACCT_PAYABLE,BS_ACCTS_REC_EXCL_NOTES_REC,BS_INVENTORIES,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,GICS_SECTOR,GICS_INDUSTRY_GROUP,GICS_INDUSTRY,GICS_SUB_INDUSTRY,ARD_NET_INC,SHORT_TERM_DEBT_DETAILED,LONG_TERM_BORROWINGS_DETAILED,symbol
419,31/12/2017,2017,18708.1174,12501.4425,6206.6749,5253.7694,8054.8911,1909.4143,5253.7694,808.4998,137.4257,671.0742,1350.3709,137.4257,39813.3304,16670.1733,23143.1571,750.1576,12860.0522,2660.8238,NA,7776.9832,5641.3934,1200.7993,2701.7001,1704.1296,1200.7993,1540.8609,5066.6381,-1714.4092,-3509.6537,NA,NA,NA,NA,2243.3426,750.1576,12860.0522,EC US EQUITY
420,31/12/2018,2018,22986.041,13953.4849,9032.5562,7358.5766,9964.9284,2481.6336,7358.5766,813.2274,130.0207,683.2067,1332.0624,130.0207,38864.6732,18257.5751,20607.0981,778.5346,10480.4548,1943.1453,NA,8321.6947,5487.5214,1206.0033,3012.8671,2117.6309,1206.0033,1570.2208,6871.6022,-3096.0078,-4329.4497,NA,NA,NA,NA,3916.7835,778.5346,10480.4548,EC US EQUITY
421,31/12/2004,2004,1272.8,531.5,741.3,378.2,459.3,147.9,378.2,34.9,NA,34.9,NA,NA,1557.2,523.6,1033.6,NA,398.5,52.1,129.4,299.6,456.9,195.1,9.7,9.7,195.1,0,310.7,-6.5,-290.2,NA,NA,NA,NA,234.7,255.7,398.5,EFX US EQUITY
422,31/12/2005,2005,1443.4,594.2,849.2,422,504.2,144.2,422,35.6,NA,35.6,NA,NA,1831.5,820.3,1011.2,NA,463.8,37.5,129.2,280.4,294.5,216,5.9,5.9,216,0,337.8,-157.9,-194.5,NA,NA,NA,NA,246.5,NA,NA,EFX US EQUITY
423,31/12/2006,2006,1546.3,626.4,919.9,436.1,518.9,141.4,436.1,31.9,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.1,-86.8,-255,NA,NA,NA,NA,549,NA,NA,EFX US EQUITY
424,31/12/2007,2007,1843,752,1091,486.2,613.9,151.9,486.2,58.5,NA,58.5,NA,NA,3523.9,1399.2,2124.7,NA,1165.2,81.6,129.7,425,546.9,295.8,31.1,31.1,295.8,0,449.9,-422.3,-13.8,NA,NA,NA,NA,272.7,NA,NA,EFX US EQUITY
425,31/12/2008,2008,1935.7,792,1143.7,477.2,632.6,133.1,477.2,71.3,NA,NA,66.3,NA,3260.3,1312.4,1947.9,NA,1187.4,58.2,126.3,353.8,318,253.4,29.9,29.9,253.4,NA,448.1,-141.6,-329.9,NA,NA,NA,NA,272.8,NA,NA,EFX US EQUITY
426,31/12/2009,2009,1716,718.8,997.2,381.8,540.6,106.6,381.8,57,0,57,NA,NA,3550.5,1615,1935.5,29,990.9,103.1,126.2,416.8,492.2,258.7,161.7,35.9,258.7,0,418.4,-270.1,-103.4,NA,NA,NA,NA,233.9,29,990.9,EFX US EQUITY
427,31/12/2010,2010,1859.5,759.9,1099.6,430,597.8,131.9,430,56.1,0,56.1,72.2,NA,3437.5,1708.4,1729.1,0,978.9,119.4,122.6,433.1,319.5,262.6,158.4,24.6,262.6,0,352.6,1,-337.3,NA,NA,NA,NA,266.7,0,976.9,EFX US EQUITY
428,31/12/2011,2011,1959.8,758.8,1201,471,635.9,168,471,55.1,0,55.1,75,NA,3518.7,1722.1,1796.6,0,966,127.7,119.6,456.9,364.9,284.4,163,27.5,284.4,0,408.7,-204.1,-196.3,NA,NA,NA,NA,232.9,0,966,EFX US EQUITY
429,31/12/2012,2012,2073,759.5,1313.5,480,643.4,156,480,55.4,0,55.4,73.9,NA,4520.1,1959.2,2560.9,0,1447.4,146.8,120.4,538.7,646.5,317,214.7,25.1,317,0,496.3,-1083.6,606.4,NA,NA,NA,NA,272.1,0,1447.4,EFX US EQUITY
430,31/12/2013,2013,2303.9,787.3,1516.6,611.2,801.5,188.9,611.2,70.2,0,70.2,71.2,NA,4539.9,2341,2198.9,0,1145.5,235.9,121.9,648.4,662.5,309.7,205.5,19.9,309.7,0,569,-136.3,-343.6,NA,NA,NA,NA,351.8,0,1145.5,EFX US EQUITY
431,31/12/2014,2014,2436.4,844.7,1591.7,638.2,842.4,200.2,638.2,68.6,0,68.6,71.7,NA,4661,2234.6,2426.4,0,1145.7,128.3,119.4,590.5,823.1,337.2,207.7,20.3,337.2,0,616.2,-429.3,-294.5,NA,NA,NA,NA,367.4,0,1145.7,EFX US EQUITY
432,31/12/2015,2015,2663.6,887.4,1776.2,693.9,893.9,201.8,693.9,63.8,2.3,61.5,75.7,NA,4501.5,2350.4,2151.1,0,1138.4,93.3,118.7,561.6,603.8,349.8,292.5,40.6,349.8,0,742.1,-147.8,-629.3,NA,NA,NA,NA,429.1,0,1138.4,EFX US EQUITY
433,31/12/2016,2016,3144.9,1113.4,2031.5,825.1,1093.8,233.1,825.1,92.1,3.5,88.6,267.5,NA,6664,2721.3,3942.7,0,2086.8,129.3,119.9,672.9,1259.6,433.3,389.1,81,433.3,0,823,-1975.9,1188.9,NA,NA,NA,NA,488.8,0,2086.8,EFX US EQUITY
434,31/12/2017,2017,3362.2,1210.7,2151.5,831.7,1122.6,148.6,831.7,92.8,3.1,89.7,115.6,NA,7233.4,3239,3994.4,0,1739,336.4,120.1,998.4,1673.5,444.8,390.6,110.3,444.8,0,816,-349.5,-259.4,NA,NA,NA,NA,587.3,0,1739,EFX US EQUITY
435,31/12/2018,2018,3412.1,1440.4,1971.7,448,763.9,50,448,103.5,4.2,99.3,157.6,NA,7153.2,3155.7,3997.5,0,2630.6,223.6,120.6,902.3,826.8,469.1,519.9,175.7,469.1,0,672.2,-461.5,-323.5,NA,NA,NA,NA,299.8,0,2630.6,EFX US EQUITY
436,31/12/2004,2004,2346.957,2185.04,161.917,130.806,189.297,2.792,130.806,41.217,NA,NA,56.242,NA,2865.1909,1171.545,1693.646,NA,1071.158,85.316,NA,481.868,404.917,251.381,237.138,237.138,NA,53.261,122.098,-731.831,637.513,NA,NA,NA,NA,NA,NA,NA,ET US EQUITY
437,31/08/2005,2005,6168.7979,5806.8198,361.978,297.921,405.219,4.397,297.921,101.061,NA,NA,105.751,NA,4905.672,1123.998,3781.674,NA,2275.965,36.911,136.3579,1453.73,1244.785,847.028,818.81,818.81,847.028,291.445,38.133,-1131.117,1043.591,NA,NA,NA,NA,NA,39.376,2275.965,ET US EQUITY
438,31/08/2006,2006,7859.096,7120.941,738.155,575.54,705.176,23.015,575.54,150.646,0,150.646,119.369,0,5924.141,1484.878,4439.263,NA,3205.646,29.021,126.8821,1302.735,1020.787,675.545,603.527,603.527,675.545,387.14,310.782,-1244.406,926.369,NA,NA,NA,NA,107.14,NA,NA,ET US EQUITY
439,31/08/2007,2007,6792.037,5829.189,962.848,809.336,1000.719,11.391,809.336,279.986,NA,279.986,175.851,NA,8183.089,1835.3,6347.789,NA,5198.676,80.449,222.8283,1050.578,932.815,637.676,487.834,487.834,637.676,192.276,754.497,-2158.09,1454.739,NA,NA,NA,NA,319.36,NA,NA,ET US EQUITY
440,31/12/2008,2008,9293.367,7994.283,1299.084,1098.903,1373.275,3.808,1098.903,357.541,NA,NA,256.91,NA,11069.902,2339.316,8730.586,NA,7190.357,97.938,222.83,1180.995,1208.921,591.257,381.933,381.933,591.257,272.348,1143.72,-2015.585,907.331,NA,NA,NA,NA,375.044,NA,NA,ET US EQUITY
441,31/12/2009,2009,5417.295,4127.973,1289.322,1110.398,1435.422,9.229,1110.398,468.42,0,468.42,304.129,NA,12160.509,3220.251,8940.258,0,7750.998,74.37,222.8982,1267.959,889.745,566.522,725.957,359.176,566.522,389.954,723.461,-1345.756,598.587,NA,NA,NA,NA,442.473,0,7750.998,ET US EQUITY
442,31/12/2010,2010,6598.132,4111.337,2486.795,1821.275,2252.474,13.738,1821.275,624.887,0,624.887,394.698,NA,17378.73,6247.732,11130.998,0,9734.61,88.296,222.9412,1291.01,1081.075,612.357,989.244,421.556,612.357,366.384,1086.879,-1829.979,761.049,NA,NA,NA,NA,192.758,0,9734.61,ET US EQUITY
443,31/12/2011,2011,8190,6661,1529,1237,1823,17,1237,740,0,740,1088.154,NA,20897,7388,13509,0,11341,126,222.9727,1455,1841,680,1280,512,680,328,1378,-3874,2536,NA,NA,NA,NA,310,0,11341,ET US EQUITY
444,31/12/2012,2012,16964,15024,1940,1360,2231,54,1360,1018,0,1018,NA,NA,48904,16350,32554,0,21844,372,279.9556,5597,5845,3057,4907,3107,3057,1522,1078,-4196,3364,NA,NA,NA,NA,304,0,21844,ET US EQUITY
445,31/12/2013,2013,48335,42554,5781,1551,2864,93,1551,1221,0,1221,1128,NA,50330,16279,34051,0,22594,590,280.7317,6536,6500,3658,5512,3834,3658,1807,2419,-2347,146,NA,NA,NA,NA,196,0,22594,ET US EQUITY
446,31/12/2014,2014,55691,48414,7277,2470,4194,357,2470,1369,0,1369,1457,NA,64279,22362,41917,0,29477,847,540.3069,6139,6683,3378,5492,3349,3378,1467,3175,-6795,3877,NA,NA,NA,NA,633,0,29477,ET US EQUITY
447,31/12/2015,2015,42126,34009,8117,2399,4478,-100,2399,1643,0,1643,1776,NA,71189,23613,47576,0,36870,606,1046.9233,5410,4910,2400,4618,2274,2400,1636,3068,-10094,6785,NA,NA,NA,NA,1189,0,36870,ET US EQUITY
448,31/12/2016,2016,31792,23693,8099,1851,4067,-258,1851,1804,0,1804,NA,NA,78925,22479,56446,0,42608,467,1046.9472,6899,7277,3557,5895,3502,3557,2055,3415,-9460,5927,NA,NA,NA,NA,995,0,42608,ET US EQUITY
449,31/12/2017,2017,40523,30966,9557,2721,5275,-1833,2721,1922,0,1922,NA,NA,86246,30001,56245,0,43671,336,1079.1456,10683,7897,4504,7302,4685,4504,2022,4565,-5649,953,NA,NA,NA,NA,954,0,43671,ET US EQUITY
450,31/12/2018,2018,54087,41658,12429,5348,8207,4,5348,2055,0,2055,NA,NA,88246,31349,56897,0,43373,419,2619.3686,6750,9310,4009,6453,3493,4009,1677,7022,-3857,-3082,NA,NA,NA,NA,1694,0,43373,ET US EQUITY
451,31/12/2004,2004,9685.521,4189.818,5495.703,1705.172,2750.531,365.305,1705.172,477.776,3.5,NA,893.574,NA,28310.777,8662.043,19648.734,0.193,7180.291,807.736,216.8291,3000.377,2332.383,874.564,1265.017,896.528,435.191,696.658,2929.556,-1143.225,-1673.741,NA,NA,NA,NA,933.049,NA,NA,ETR US EQUITY
452,31/12/2005,2005,10106.247,4697.262,5408.985,1791.989,2794.213,559.284,1791.989,475.604,9,NA,856.377,NA,30857.657,8194.245,22663.412,40.041,9013.448,582.82,207.5295,4062.682,3112.366,1628.861,1998.801,1655.787,629.717,817.127,1468.18,-1992.608,487.834,NA,NA,NA,NA,923.758,NA,NA,ETR US EQUITY
453,31/12/2006,2006,10932.158,5282.31,5649.848,1805.36,2840.513,443.044,1805.36,550.022,NA,NA,887.792,NA,31082.731,8542.8,22539.931,25.039,8996.62,1016.152,202.6678,3325.434,2465.13,1180.226,1512.663,1122.596,410.512,798.096,3475.619,-1927.573,-1114.714,NA,NA,NA,NA,1132.602,NA,NA,ETR US EQUITY
454,31/12/2007,2007,11484.398,4921.783,6562.615,2056.368,3187.978,514.417,2056.368,637.052,NA,NA,963.712,NA,33643.002,8173.833,25469.169,25.037,9948.573,1273.001,193.1202,3958.247,3256.754,1176.232,1254.063,1031.3,610.724,900.96,2584.875,-2117.731,-246.661,NA,NA,NA,NA,NA,NA,NA,ETR US EQUITY
455,31/12/2008,2008,13093.756,6068.964,7024.792,2283.167,3503.436,602.998,2283.167,608.921,NA,NA,1030.86,NA,36616.818,8277.621,28339.197,55.034,11517.382,1920.491,189.3586,5160.389,3765.894,1198.135,1784.553,1475.745,734.204,992.315,3344.297,-2590.096,-87.438,NA,NA,NA,NA,NA,NA,NA,ETR US EQUITY
456,31/12/2009,2009,10745.65,3705.034,7040.616,2284.526,3743.387,632.74,2284.526,570.444,236.628,274.271,1082.775,NA,37561.953,8924.703,28637.25,30.031,11059.971,1709.551,189.1182,4534.161,3193.997,980.827,1245.542,998.228,553.692,1022.557,2933.158,-2094.394,-1049.704,NA,NA,NA,NA,1251.05,NA,NA,ETR US EQUITY
457,31/12/2010,2010,11487.577,4177.998,7309.579,2267.377,3972.708,617.239,2267.377,575.167,185.455,330.331,1069.894,NA,38685.276,8807.138,29878.138,154.135,11359.235,1294.472,178.7459,4339.083,2776.249,1035.582,1438.646,1181.099,571.019,1074.428,3926.081,-2574.223,-1766.937,NA,NA,NA,NA,1270.305,NA,NA,ETR US EQUITY
458,31/12/2011,2011,11229.073,4057.681,7171.392,2013.234,3758.689,286.263,2013.234,513.627,129.134,300.188,1102.202,NA,40701.699,9241.781,31459.918,108.331,10082.134,694.438,176.3558,3622.703,4950.699,1001.868,1574.874,1069.096,537.399,1096.888,3128.817,-3446.853,-281.998,NA,NA,NA,NA,1367.372,NA,NA,ETR US EQUITY
459,31/12/2012,2012,10302.079,3292.635,7009.444,1301.181,3072.83,30.855,1301.181,569.284,127.776,348.749,1144.585,NA,43202.502,9477.6,33724.902,796.002,11954.859,532.569,177.8075,3683.126,4106.321,1001.715,1831.463,1217.18,536.915,1142.361,2940.285,-3639.797,537.643,NA,NA,NA,NA,868.363,NA,NA,ETR US EQUITY
460,31/12/2013,2013,11390.947,4000.15,7390.797,1354.999,3367.075,225.981,1354.999,604.037,199.3,338.684,1261.044,NA,43406.446,9937.226,33469.22,1046.887,12171.367,739.126,178.3709,3929.691,4060.572,1172.186,1612.822,1173.313,636.33,1123.964,3189.219,-2601.593,-381.069,NA,NA,NA,NA,730.572,NA,NA,ETR US EQUITY
461,31/12/2014,2014,12494.921,4547.972,7946.949,2006.889,4134.781,589.597,2006.889,627.507,147.686,415.019,1318.638,NA,46527.854,10312.485,36215.369,598.407,12529.819,1422.026,179.2407,4389.633,3848.891,1103.255,1558.543,1166.431,596.917,1124.018,3889.561,-2954.488,-252.173,NA,NA,NA,NA,960.257,NA,NA,ETR US EQUITY
462,31/12/2015,2015,11513.251,3842.976,7670.275,-299.165,1818.071,-642.927,-299.165,643.469,187.062,404.499,1337.276,NA,44647.681,9574.976,35072.705,494.348,13138.557,1350.961,179.1294,4067.412,3089.958,890.536,1538.953,1071.798,568.596,1091.167,3291.184,-2608.782,-753.467,NA,NA,NA,NA,-156.734,NA,NA,ETR US EQUITY
463,31/12/2016,2016,10845.645,3029.727,7815.918,-886.465,1236.826,-817.259,-886.465,666.37,145.127,453.68,1347.187,NA,45904.434,8284.994,37619.44,415.011,14492.237,1187.844,179.1294,3684.268,3200.096,1011.748,1730.862,1285.577,643.071,878.123,2998.699,-3850.048,688.232,NA,NA,NA,NA,-564.503,NA,NA,ETR US EQUITY
464,31/12/2017,2017,11074.481,3419.539,7654.942,1360.407,3438.985,542.57,1360.407,662.343,288.197,279.058,1389.978,NA,46707.149,8190.318,38516.831,1578.308,14337.274,781.273,180.5177,3285.331,5036.207,1043.573,1926.767,1452.216,659.76,905.865,2623.5,-3841.049,810.978,NA,NA,NA,NA,425.353,NA,NA,ETR US EQUITY
465,31/12/2018,2018,11009.452,3806.592,7202.86,469.365,2509.92,-1036.826,469.365,707.348,63.864,513.882,1369.442,NA,48275.066,9063.707,39211.359,1942.339,15538.681,480.975,189.0561,2958.064,5443.544,946.683,2004.731,1496.058,551.172,870.147,2385.247,-4105.987,1420.442,NA,NA,NA,NA,862.555,NA,NA,ETR US EQUITY
466,31/12/2004,2004,171646,141702,29944,4831,17872,938,4831,1221,NA,1221,6618,NA,299398,14169,285229,NA,131242,32835,1830.91,57611,87045,2894,21991,21991,2894,10766,24878,-3021,-9339,NA,NA,NA,NA,3487,NA,NA,F US EQUITY
467,31/12/2005,2005,177089,151367,25722,587,14623,-512,587,1220,2469,-1249,5854,NA,275940,13996,261944,NA,121533,42543,1864.1385,65239,85232,3061,22813,22813,3061,10271,21728,7408,-21147,NA,NA,NA,NA,2024,NA,NA,F US EQUITY
468,31/12/2006,2006,160065,156654,3411,-15978,541,-2655,-15978,995,1409,-414,5295,NA,290858,-3773,294631,NA,110132,55624,1908,77989,113693,3163,21214,21214,3163,10017,3133,-675,15952,NA,NA,NA,NA,-12613,NA,NA,F US EQUITY
469,31/12/2007,2007,172455,151262,21193,-644,12571,-1294,-644,2252,1713,539,6289,NA,285727,5026,280701,NA,107795,50798,2195,72004,111910,4530,20832,20832,4530,10121,15153,5609,-4210,NA,NA,NA,NA,-2723,NA,NA,F US EQUITY
470,31/12/2008,2008,145114,134846,10268,-13036,163,63,-13036,2061,1454,607,9109,NA,222947,-17062,240009,NA,151878,39952,2396.3208,55792,46710,3065,13145,13145,3065,6988,-3333,-404,-9497,NA,NA,NA,NA,-14766,NA,NA,F US EQUITY
471,31/12/2009,2009,116283,104179,12104,-1403,6438,-113,-1403,1477,312,1165,3937,NA,195006,-7782,202788,16121,88724,45135,3368.2657,57289,79087,3378,31126,13127,3378,5041,8679,11120,-20709,NA,NA,NA,NA,2717,16121,88724,F US EQUITY
472,31/12/2010,2010,128954,108796,20158,8780,15383,592,8780,1807,348,1459,2024,NA,165793,-642,166435,14267,62525,37053,3782.7109,49631,75483,3992,32737,15771,3992,5917,10161,9833,-26083,NA,NA,NA,NA,6561,14267,62525,F US EQUITY
473,31/12/2011,2011,136264,116959,19305,8173,13629,-11541,8173,817,471,346,1843,NA,179248,15071,164177,17173,59378,37323,3800.7468,51165,73078,4219,31608,17425,4219,5901,11773,-2127,-7303,NA,NA,NA,NA,20213,17173,59378,F US EQUITY
474,31/12/2012,2012,133559,116154,17405,5799,11099,2026,5799,713,342,371,1795,NA,191218,16311,174907,18229,66296,37358,3922.2477,54693,73761,5361,33927,19179,5361,7362,9045,-14290,3756,NA,NA,NA,NA,5613,18229,66296,F US EQUITY
475,31/12/2013,2013,146917,123050,23867,12809,19353,2425,12809,829,213,616,2411,NA,203905,26476,177429,15556,76625,37952,3943.8224,53909,75305,5641,36051,19932,5641,7708,10444,-19731,8096,NA,NA,NA,NA,11953,15556,76625,F US EQUITY
476,31/12/2014,2014,144077,127724,16353,332,7755,4,332,797,244,553,3098,NA,210531,24807,185724,36671,79999,32849,3955.9418,49905,77916,5789,37594,20395,5789,7870,14507,-21124,2906,NA,NA,NA,NA,1231,36671,79999,F US EQUITY
477,31/12/2015,2015,149558,131814,17744,6981,14947,2881,6981,773,309,464,2049,NA,224925,28751,196174,41196,89879,35176,3969.5133,102587,82336,56179,2410,20029,11042,8319,16226,-26162,13451,NA,NA,NA,NA,7373,41196,89879,F US EQUITY
478,31/12/2016,2016,151800,135042,16758,5786,14503,2184,5786,951,450,501,2130,NA,237951,29283,208668,46984,93301,38827,3974.2972,108461,90281,57368,22076,21296,11102,8898,19850,-25302,7135,NA,NA,NA,NA,4589,46984,93301,F US EQUITY
479,31/12/2017,2017,156776,140368,16408,4881,13334,402,4881,1190,461,729,2292,NA,258496,35704,222792,48265,102666,38927,3973.3517,116801,94600,62809,24037,23282,10599,11176,18096,-19360,3883,NA,NA,NA,NA,7731,48265,102666,F US EQUITY
480,31/12/2018,2018,160338,145732,14606,3203,11511,650,3203,1228,700,528,2504,NA,256540,36066,220474,51179,100720,33951,3978.5517,114649,95569,65548,22409,21520,11195,11220,15022,-16261,-492,NA,NA,NA,NA,3680.7,51179,100720,F US EQUITY
481,31/12/2004,2004,10013.2,5947.5,4065.7,2455.2,3193.4,674.7,2455.2,136.8,25.1,111.7,NA,NA,32718.8,8954.5,23764.3,NA,4606.3,1215.8,801.8889,18397.1,19158,1804.4,982.3,982.3,1804.4,98,2345.3,1046.3,-3142,NA,NA,NA,NA,1875.2,-38.6,4554.6,FDC US EQUITY
482,31/12/2005,2005,6526.1,4413.8,2112.3,1039.5,1728.5,188.3,1039.5,190.9,12.4,178.5,NA,84.7,34248.5,8457,25791.5,NA,5354.6,676.4,762.8,18577.5,20436.9,1824.8,2553.8,2553.8,1824.8,0,2311.4,-760,-1265.9,NA,NA,NA,NA,1717.4,NA,NA,FDC US EQUITY
483,31/12/2006,2006,7076.4,4833.4,2243,1085.8,1786.6,203.7,1085.8,248,55.5,192.5,NA,45.4,34460.7,10141.2,24319.5,NA,2516.2,1154.2,752.9,22454.3,21803.3,2150.3,2636.8,2636.8,2150.3,0,2119.2,699.5,-2845.4,NA,NA,NA,NA,1513.4,NA,NA,FDC US EQUITY
484,31/12/2007,2007,8051.4,5864.7,2186.7,726.2,1693.6,-50.3,726.2,688.3,48.7,639.6,NA,NA,52324.3,6829,45495.3,NA,22573.8,606.5,0.001,21618.5,22921.5,2783.6,4693.1,4693.1,2783.6,0,596.2,-27020.4,26542.7,NA,NA,NA,NA,158.9,0,22573.8,FDC US EQUITY
485,31/12/2008,2008,8811.3,5288.1,3523.2,778.7,2338.3,-699.2,778.7,1964.9,26,1938.9,NA,NA,38176.1,2377.9,35798.2,NA,22075.2,406.3,0.001,11393.5,10778,2637.2,186.5,186.5,2637.2,NA,586.5,-383.4,-403.3,NA,NA,NA,NA,-3764.3,NA,NA,FDC US EQUITY
486,31/12/2009,2009,9313.8,5978.8,3335,154.8,1708.6,-578.8,154.8,1796.4,11.7,1784.7,300.3,NA,39735.4,5327,34408.4,0,22304.9,737,NA,10461.6,9455.2,2455.5,200.7,200.7,2455.5,0,999.6,-407.6,-261.3,NA,NA,NA,NA,-1086.4,0,22149.6,FDC US EQUITY
487,31/12/2010,2010,10380.4,6788.1,3592.3,516.7,2042.7,-323.8,516.7,1796.6,7.8,1788.8,320.4,NA,37544.1,4088,33456.1,121.5,22438.8,509.5,NA,9786.5,8864,2169.6,180.9,180.9,2169.6,0,754.7,-329.2,-653,NA,NA,NA,NA,-1021.8,121.5,22372.9,FDC US EQUITY
488,31/12/2011,2011,10713.6,6789.5,3924.1,941.5,2285.7,-270.1,941.5,1833.1,7.9,1825.2,292.1,NA,40276.3,3475.4,36800.9,19.4,22521.7,485.7,NA,13315.5,12820.2,1848.6,205.9,205.9,1848.6,0,1115.6,-558.6,-580.8,NA,NA,NA,NA,-516.1,19.4,22419.5,FDC US EQUITY
489,31/12/2012,2012,10680.3,6561.3,4119,1073.8,2404.7,-224,1073.8,1897.8,8.8,1889,284.5,NA,37899,2693.8,35205.2,0,22528.9,608.3,NA,11883.4,11344.9,1847.7,260.9,260.9,1847.7,0,767.4,-397.1,-247.7,NA,NA,NA,NA,-700.9,0,22460.2,FDC US EQUITY
490,31/12/2013,2013,10808.9,6650.2,4158.7,1122.6,2334.5,86.5,1122.6,1880.7,11.1,1869.6,288.4,NA,35239.8,1761.9,33477.9,0,22556.8,425.3,NA,10076.1,9618,1763.9,287.8,287.8,1763.9,0,672.7,-353.1,-502.6,NA,NA,NA,NA,-869.1,0,22467.2,FDC US EQUITY
491,31/12/2014,2014,11151.8,6682,4469.8,1439.3,2602.6,82.1,1439.3,1753,10.6,1742.4,286.7,NA,34269.3,2718.2,31551.1,4.2,20711.4,358.4,NA,9954.4,9530.6,1752.3,280.3,280.3,1752.3,0,1013.2,-328.8,-751.3,NA,NA,NA,NA,-457.8,4.2,20577.2,FDC US EQUITY
492,31/12/2015,2015,11451,3227,8224,1170,2303,101,1170,NA,NA,1537,290,NA,34362,3737,30625,43,18737,429,899.2034,10786,10645,1826,1639,238,1826,0,795,-685,-39,NA,NA,NA,NA,-1481,43,18615,FDC US EQUITY
493,31/12/2016,2016,11584,6937,4647,1602,2663,81,1602,NA,NA,1068,300,NA,40292,4204,36088,126,18131,385,912,17417,16717,1877,1564,206,1877,0,2111,-387,-1768,NA,NA,NA,NA,420,126,17954,FDC US EQUITY
494,31/12/2017,2017,12052,7045,5007,1714,2787,-729,1714,NA,NA,937,321,NA,48269,6086,42183,955,17927,498,925,23372,23293,2176,1659,247,2176,0,2047,-1950,16,NA,NA,NA,NA,1465,955,17716,FDC US EQUITY
495,31/12/2018,2018,9498,3824,5674,1895,2985,49,1895,NA,NA,917,320,NA,38327,7044,31283,835,16429,555,937,14514,14229,2217,1636,276,2217,0,2307,-99,-2150,NA,NA,NA,NA,1005,835,16294,FDC US EQUITY
496,31/12/2004,2004,12060,4469,7591,2043,3892,673,2043,646,NA,NA,1753,NA,31035,8925,22110,170,10013,53,329.8363,2012,3308,1356,1268,611,979,458,1913,-496,-1478,NA,NA,NA,NA,878,NA,NA,FE US EQUITY
497,31/12/2005,2005,11989,4011,7978,2075,4035,754,2075,642,NA,NA,1870,NA,31841,9372,22469,731,8155,64,329.8363,2317,5453,1498,1527,727,1293,518,2220,-1333,-876,NA,NA,NA,NA,861,NA,NA,FE US EQUITY
498,31/12/2006,2006,11501,4253,7248,2606,4153,795,2606,695,NA,NA,1457,NA,31196,9035,22161,1108,8535,90,319.2055,2083,5255,1267,1324,726,1135,577,1939,-1109,-804,NA,NA,NA,NA,1254,NA,NA,FE US EQUITY
499,31/12/2007,2007,12802,5014,7788,2815,4573,883,2815,743,NA,NA,1657,NA,32068,8977,23091,903,8869,129,304.8354,2230,5148,1421,1185,777,1256,521,1694,-313,-1342,NA,NA,NA,NA,1309,NA,NA,FE US EQUITY
500,31/12/2008,2008,13627,5631,7996,2762,4604,777,2762,702,NA,NA,1730,NA,33521,8283,25238,2397,9100,545,304.8354,3053,7098,1471,1127,794,1304,605,2224,-2983,1175,NA,NA,NA,NA,1342,NA,NA,FE US EQUITY
501,31/12/2009,2009,12973,5883,7090,1879,3898,245,1879,848,NA,848,1891,NA,34304,8557,25747,1081,12008,874,304.8354,3320,5188,1397,1436,829,1244,647,2465,-2185,49,NA,NA,NA,NA,1006,NA,NA,FE US EQUITY
502,31/12/2010,2010,13339,6056,7283,1743,3397,462,1743,680,NA,680,1486,NA,35531,8952,26579,700,12579,1019,304.8354,3698,4704,1568,1519,872,1392,638,3076,-1948,-983,NA,NA,NA,NA,742,NA,NA,FE US EQUITY
503,31/12/2011,2011,16105,7191,8914,1677,3414,566,1677,938,NA,938,1536,NA,47326,13299,34027,0,15716,202,418.2164,3355,4855,1794,2116,1174,1525,811,3063,-956,-2924,NA,NA,NA,NA,885,NA,NA,FE US EQUITY
504,31/12/2012,2012,15255,6717,8538,2134,3770,545,2134,911,NA,911,1051,NA,50494,13093,37401,1969,15179,172,418.2164,3768,7605,1929,2473,1599,1614,861,2320,-3157,807,NA,NA,NA,NA,770,NA,NA,FE US EQUITY
505,31/12/2013,2013,14892,6459,8433,1582,3604,195,1582,913,NA,913,1741,NA,50424,12695,37729,3404,15831,218,421.1026,4013,7637,1918,2086,1250,1720,752,2662,-3093,477,NA,NA,NA,NA,392,NA,NA,FE US EQUITY
506,31/12/2014,2014,15049,6996,8053,1062,2625,-42,1062,955,NA,886,1232,NA,51648,12422,39226,1799,19176,85,421.1026,3358,5561,1779,2098,1279,1554,817,2713,-3359,513,NA,NA,NA,NA,299,NA,NA,FE US EQUITY
