,Dates,Year,SALES_REV_TURN,IS_COGS_TO_FE_AND_PP_AND_G,GROSS_PROFIT,IS_OPER_INC,EBITDA,IS_INC_TAX_EXP,EBIT,IS_INT_EXPENSE,IS_INT_INC,IS_NET_INTEREST_EXPENSE,IS_DEPR_EXP,IS_INVEST_INCOME,BS_TOT_ASSET,TOTAL_EQUITY,BS_TOT_LIAB2,BS_ST_DEBT,BS_LT_BORROW,C&CE_AND_STI_DETAILED,BS_SH_OUT,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_ACCT_NOTE_RCV,ACCT_PAYABLE_&_ACCRUALS_DETAILED,BS_ACCT_PAYABLE,BS_ACCTS_REC_EXCL_NOTES_REC,BS_INVENTORIES,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,GICS_SECTOR,GICS_INDUSTRY_GROUP,GICS_INDUSTRY,GICS_SUB_INDUSTRY,ARD_NET_INC,SHORT_TERM_DEBT_DETAILED,LONG_TERM_BORROWINGS_DETAILED,symbol
1103,31/12/2011,2011,236286,192026,44260,38299,51210,20626,38299,0,145,-145,12911,NA,209474,122181,87293,204,9812,16113,1981.1669,53234,33600,21793,31982,22111,NA,5543,41095,-27489,-11802,NA,NA,NA,NA,26895,204,9684,CVX US EQUITY
1104,31/12/2012,2012,222580,181115,41465,35013,48426,19996,35013,0,166,-166,13413,NA,232982,137832,95150,7,12065,21205,1946.6979,55720,34212,20997,32743,22664,NA,6144,38812,-24796,-8941,NA,NA,NA,NA,26179,7,11966,CVX US EQUITY
1105,31/12/2013,2013,211664,178080,33584,27213,41399,14308,27213,0,136,-136,14186,NA,253753,150427,103326,331,20057,16508,1913.6031,50250,33018,21622,31244,22750,NA,6380,35002,-35609,-4087,NA,NA,NA,NA,21423,331,19960,CVX US EQUITY
1106,31/12/2014,2014,192308,166103,26205,19726,36519,11892,19726,0,145,-145,16793,NA,266026,156191,109835,3762,24028,13207,1879.6488,42232,31926,16736,26846,18943,NA,6505,31475,-29893,-5042,NA,NA,NA,NA,19241,3762,23960,CVX US EQUITY
1107,31/12/2015,2015,122566,118493,4073,-3710,17327,132,-3710,0,119,-119,21037,NA,264540,153886,110654,3423,33622,11332,1882.814,34430,25467,12860,19371,13465,NA,6334,19456,-23808,2589,NA,NA,NA,NA,4587,3423,33542,CVX US EQUITY
1108,31/12/2016,2016,103310,103443,-133,-6216,13241,-1729,-6216,201,107,94,19457,NA,260078,146722,113356,4570,35286,7001,1891.5064,29619,31785,14092,19819,13887,NA,5419,12690,-16370,-28,NA,NA,NA,NA,-497,4570,35193,CVX US EQUITY
1109,31/12/2017,2017,127485,119693,7792,2480,21829,-48,2480,307,107,200,19349,NA,253806,149319,104487,5177,33571,4822,1904.7019,28560,27737,15353,21310,14443,NA,5585,20338,-8320,-14489,NA,NA,NA,NA,9195,5177,33477,CVX US EQUITY
1110,31/12/2018,2018,158902,139408,19494,14446,33865,5715,14446,748,192,556,19419,NA,253863,155642,98221,5708,28733,9395,1902.8377,34021,27171,15050,20496,13941,NA,5704,30618,-12290,-13790,NA,NA,NA,NA,14824,5708,28606,CVX US EQUITY
1111,31/12/2004,2004,2165.913,NA,NA,569.415,NA,153.741,NA,132.536,1157.722,-911.374,NA,189.593,32565.497,2537.638,30027.859,NA,6326.885,5384.086,231.6053,NA,NA,NA,NA,NA,NA,NA,528.216,-1443.416,1424.057,NA,NA,NA,NA,398.925,NA,NA,HBAN US EQUITY
1112,31/12/2005,2005,2283.947,NA,NA,561.774,NA,153.383,NA,163.454,1463.159,-962.411,NA,178.606,32764.805,2557.501,30207.304,NA,4597.437,5501.584,224.1062,NA,NA,NA,NA,NA,NA,NA,674.699,-1141.958,2.675,NA,NA,NA,NA,412.091,NA,NA,HBAN US EQUITY
1113,31/12/2006,2006,2701.788,NA,NA,611.561,NA,137.34,NA,72.222,1815.324,NA,NA,255.195,35329.019,3014.326,32314.693,NA,4512.618,5479.143,235.4744,NA,NA,NA,NA,NA,NA,NA,224.459,411.296,-113.942,NA,NA,NA,NA,461.221,NA,NA,HBAN US EQUITY
1114,31/12/2007,2007,3419.566,NA,NA,657.043,NA,-52.526,NA,NA,2494.166,-1301.512,NA,248.797,54697.468,5949.14,48748.328,NA,6954.909,6949.513,366.2617,NA,NA,NA,NA,NA,NA,NA,-342.779,-1405.37,2253.43,NA,NA,NA,NA,75.169,2843.638,6954.909,HBAN US EQUITY
1115,31/12/2008,2008,3505.46,NA,NA,-297.508,NA,-182.202,NA,184.843,2550.571,NA,NA,247.751,54352.859,7227.141,47125.718,NA,6870.705,4820.832,366.0577,NA,NA,NA,NA,NA,NA,NA,1237.329,-2699.708,298.874,NA,NA,NA,NA,-113.806,1309.157,6870.705,HBAN US EQUITY
1116,31/12/2009,2009,3243.786,NA,NA,-3678.183,NA,-584.004,NA,NA,1979.35,NA,66.089,258.792,51554.665,5336.002,46218.663,876.241,3802.67,10192.915,715.7617,NA,NA,NA,NA,NA,NA,NA,1966.262,-1595.361,305.775,NA,NA,NA,NA,-3094.179,876.241,3802.67,HBAN US EQUITY
1117,31/12/2010,2010,3187.25,NA,NA,352.311,NA,39.964,NA,NA,1894.647,-1618.805,64.934,250.745,53819.642,4980.542,48839.1,2040.732,3813.827,10928.536,863.3194,NA,NA,NA,NA,NA,NA,NA,840.823,-2776.784,1262.505,NA,NA,NA,NA,312.347,2040.732,3813.827,HBAN US EQUITY
1118,31/12/2011,2011,2950.849,NA,NA,707.234,NA,164.621,NA,NA,1741.244,NA,70.413,228.982,54450.652,5418.1,49032.552,1441.092,3097.857,9239.881,864.4062,NA,NA,NA,NA,NA,NA,NA,1594.787,-1304.706,-22.001,NA,NA,NA,NA,542.613,1441.092,3097.857,HBAN US EQUITY
1119,31/12/2012,2012,3036.584,NA,NA,833.581,NA,202.291,NA,NA,1712.836,NA,76.17,217.427,56153.185,5790.211,50362.974,589.814,2364.834,8920.186,842.8127,NA,NA,NA,NA,NA,NA,NA,1002.13,-1082.978,227.686,NA,NA,NA,NA,631.29,589.814,2364.834,HBAN US EQUITY
1120,31/12/2013,2013,2872.833,NA,NA,868.756,NA,227.474,NA,NA,1649.188,NA,78.601,211.449,59467.174,6090.153,53377.021,2352.143,2458.272,8345.458,830.9634,NA,NA,NA,NA,NA,NA,NA,1013.245,-4240.333,2965.414,NA,NA,NA,NA,641.282,2352.143,2458.272,HBAN US EQUITY
1121,31/12/2014,2014,2955.641,NA,NA,852.985,NA,220.593,NA,NA,1687.693,NA,82.296,288.769,66298.01,6328.17,59969.84,2397.101,4335.962,10647.426,811.4547,NA,NA,NA,NA,NA,NA,NA,888.786,-5004.781,4335.428,NA,NA,NA,NA,632.392,2397.101,4335.962,HBAN US EQUITY
1122,31/12/2015,2015,3153.251,NA,NA,913.605,NA,220.648,NA,NA,1783.789,NA,85.805,330.732,71018.301,6594.606,64423.695,615.279,7041.364,9659.594,794.9289,NA,NA,NA,NA,NA,NA,NA,1033.362,-4928.654,3521.883,NA,NA,NA,NA,692.957,615.279,7041.364,HBAN US EQUITY
1123,31/12/2016,2016,3781.844,NA,NA,919.762,NA,207.941,NA,NA,2213.166,NA,125.856,418.947,99714.097,10308.146,89405.951,3692.654,8309.159,17080.902,1085.6885,NA,NA,NA,NA,NA,NA,NA,1215.302,-3445.353,2767.665,NA,NA,NA,NA,711.821,3692.654,8309.159,HBAN US EQUITY
1124,31/12/2017,2017,4740,NA,NA,1394,NA,208,NA,NA,2860,NA,123,573,104185,10814,93371,5056,9206,17075,1072.0267,NA,NA,NA,NA,NA,NA,NA,1954,-4866,3047,NA,NA,NA,NA,1186,5056,9206,HBAN US EQUITY
1125,31/12/2018,2018,5270,NA,NA,1628,NA,235,NA,NA,3337,NA,130,612,108781,11102,97679,2017,8625,15558,1046.7673,NA,NA,NA,NA,NA,NA,NA,1726,-3663,3089,NA,NA,NA,NA,1393,2017,8625,HBAN US EQUITY
1126,31/12/2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLT US EQUITY
1127,31/12/2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLT US EQUITY
1128,31/12/2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLT US EQUITY
1129,31/12/2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLT US EQUITY
1130,31/12/2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLT US EQUITY
1131,31/12/2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HLT US EQUITY
1132,31/12/2010,2010,8068,3643,4425,553,1127,308,553,946,9,937,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,-68,-707,NA,NA,NA,NA,128,NA,NA,HLT US EQUITY
1133,31/12/2011,2011,8783,3881,4902,975,1539,-59,975,643,11,632,323,NA,27312,1702,25610,0,16408,781,NA,3033,2207,638,1823,NA,638,552,1167,-463,-719,NA,NA,NA,NA,253,0,16408,HLT US EQUITY
1134,31/12/2012,2012,9276,3988,5288,1100,1650,214,1100,569,15,554,290,NA,27066,2155,24911,0,15588,755,0.0001,2827,2349,719,1942,286,719,415,1110,-558,-578,NA,NA,NA,NA,352,0,15588,HLT US EQUITY
1135,31/12/2013,2013,9735,3877,5858,1102,1705,238,1102,620,9,611,318,NA,26562,4276,22286,0,12671,594,984.6154,2383,2142,852,2090,319,731,396,2101,-382,-1880,NA,NA,NA,NA,415,0,12671,HLT US EQUITY
1136,31/12/2014,2014,10502,4019,6483,1673,2301,465,1673,618,10,608,313,NA,26125,4714,21411,0,11555,566,984.6239,2499,2257,972,2120,299,844,404,1307,-310,-1089,NA,NA,NA,NA,673,0,11555,HLT US EQUITY
1137,31/12/2015,2015,7133,1414,5719,900,1592,-348,900,377,NA,NA,60,NA,25622,5951,19671,0,10249,609,329.1528,2585,2443,1005,1442,331,876,442,1446,414,-1772,NA,NA,NA,NA,1404,0,10249,HLT US EQUITY
